GAMEID,GAMEDATE,QUARTER,MINUTE,SECOND,OFFENSETEAM,DEFENSETEAM,DOWN,TOGO,YARDLINE,DESCRIPTION,SEASONYEAR,YARDS,FORMATION,PLAYTYPE,PASSTYPE,RUSHDIRECTION,YARDLINEFIXED,YARDLINEDIRECTION,PLAY
2016100205,2016-10-02,4,6,16,NE,BUF,1,20,30,(6:16) (SHOTGUN) 7-J.BRISSETT PASS SHORT RIGHT TO 28-J.WHITE PUSHED OB AT NE 35 FOR 5 YARDS (53-Z.BROWN).,2016,5,SHOTGUN,PASS,SHORT RIGHT,,30,OWN,PASS
2016100211,2016-10-02,4,3,16,SF,DAL,1,10,41,"(3:16) (NO HUDDLE, SHOTGUN) 2-B.GABBERT PASS DEEP RIGHT TO 17-J.KERLEY TO DAL 39 FOR 20 YARDS (42-B.CHURCH). CAUGHT AT DAL 43.  4-YDS YAC",2016,20,NO HUDDLE SHOTGUN,PASS,DEEP RIGHT,,41,OWN,PASS
2016100203,2016-10-02,4,13,15,CHI,DET,1,10,73,(13:15) (SHOTGUN) 2-B.HOYER PASS SHORT RIGHT TO 24-J.HOWARD TO DET 18 FOR 9 YARDS (93-T.WALKER).,2016,9,SHOTGUN,PASS,SHORT RIGHT,,27,OPP,PASS
2016100212,2016-10-02,4,12,15,KC,PIT,3,1,79,"(12:15) (SHOTGUN) 32-S.WARE UP THE MIDDLE TO PIT 16 FOR 5 YARDS (92-J.HARRISON, 94-L.TIMMONS).",2016,5,SHOTGUN,RUSH,,CENTER,21,OPP,RUSH
2016100210,2016-10-02,4,12,15,NO,SD,1,10,25,"(12:15) 22-M.INGRAM LEFT TACKLE TO NO 29 FOR 4 YARDS (48-N.DZUBNAR, 31-A.PHILLIPS).",2016,4,UNDER CENTER,RUSH,,LEFT TACKLE,25,OWN,RUSH
2016100200,2016-10-02,4,5,15,JAX,IND,2,8,58,"(5:15) (SHOTGUN) 5-B.BORTLES PASS SHORT RIGHT TO 88-A.HURNS FOR 42 YARDS, TOUCHDOWN.",2016,42,SHOTGUN,PASS,SHORT RIGHT,,42,OPP,PASS
2016100211,2016-10-02,4,4,15,DAL,SF,4,4,96,"(4:15) 5-D.BAILEY 22 YARD FIELD GOAL IS GOOD, CENTER-91-L.LADOUCEUR, HOLDER-6-C.JONES.",2016,0,FIELD GOAL,FIELD GOAL,,,4,OPP,KICK
2016100212,2016-10-02,4,14,15,PIT,KC,3,7,6,(14:15) 7-B.ROETHLISBERGER PASS SHORT RIGHT TO 14-S.COATES TO PIT 9 FOR 3 YARDS (38-R.PARKER).,2016,3,UNDER CENTER,PASS,SHORT RIGHT,,6,OWN,PASS
2016100206,2016-10-02,4,3,15,NYJ,SEA,2,10,39,(3:15) (SHOTGUN) 14-R.FITZPATRICK PASS SHORT RIGHT TO 17-C.PEAKE TO NYJ 48 FOR 9 YARDS (25-R.SHERMAN).,2016,9,SHOTGUN,PASS,SHORT RIGHT,,39,OWN,PASS
2016100207,2016-10-02,4,1,15,CLE,WAS,2,8,21,"(1:15) (NO HUDDLE, SHOTGUN) 6-C.KESSLER PASS SHORT MIDDLE TO 29-D.JOHNSON TO CLE 33 FOR 12 YARDS (54-M.FOSTER).",2016,12,NO HUDDLE SHOTGUN,PASS,SHORT MIDDLE,,21,OWN,PASS
2016100209,2016-10-02,4,9,15,LA,ARI,3,3,61,"(9:15) (SHOTGUN) 17-C.KEENUM PASS SHORT LEFT TO 88-L.KENDRICKS TO ARI 12 FOR 27 YARDS (21-P.PETERSON) [44-M.GOLDEN]. PENALTY ON LA-73-G.ROBINSON, INELIGIBLE DOWNFIELD PASS, 5 YARDS, ENFORCED AT ARI 39 - NO PLAY.",2016,27,SHOTGUN,PASS,SHORT LEFT,,39,OPP,PASS
2016100204,2016-10-02,4,0,14,HOU,TEN,4,4,34,"(:14) 9-S.LECHLER PUNTS 58 YARDS TO TEN 8, CENTER-46-J.WEEKS. 87-M.MARIANI PUSHED OB AT TEN 25 FOR 17 YARDS (28-A.BLUE).",2016,0,PUNT,PUNT,,,34,OWN,KICK
2016100211,2016-10-02,4,7,14,DAL,SF,2,7,81,(7:14) 4-D.PRESCOTT PASS SHORT RIGHT TO 82-J.WITTEN TO SF 14 FOR 5 YARDS (57-M.WILHOITE). CAUGHT AT SF 19.  5-YDS YAC,2016,5,UNDER CENTER,PASS,SHORT RIGHT,,19,OPP,PASS
2016100201,2016-10-02,4,1,14,CAR,ATL,1,10,25,(1:14) (SHOTGUN) 3-D.ANDERSON PASS SHORT MIDDLE TO 84-E.DICKSON TO CAR 34 FOR 9 YARDS (34-B.POOLE).,2016,9,SHOTGUN,PASS,SHORT MIDDLE,,25,OWN,PASS
2016100202,2016-10-02,4,8,14,BAL,OAK,4,15,38,"(8:14) (PUNT FORMATION) 4-S.KOCH PUNTS 34 YARDS TO OAK 28, CENTER-46-M.COX, OUT OF BOUNDS.",2016,0,PUNT,PUNT,,,38,OWN,KICK
2016100211,2016-10-02,4,9,14,DAL,SF,1,10,67,(9:14) 21-E.ELLIOTT LEFT GUARD TO SF 29 FOR 4 YARDS (50-N.BELLORE).,2016,4,UNDER CENTER,RUSH,,LEFT GUARD,33,OPP,RUSH
2016100209,2016-10-02,4,1,14,LA,ARI,4,12,43,"(1:14) 6-J.HEKKER PUNTS 41 YARDS TO ARI 16, CENTER-44-J.MCQUAIDE. 12-JO.BROWN TO ARI 16 FOR NO GAIN (39-M.BROWN). PENALTY ON LA-39-M.BROWN, HORSE COLLAR TACKLE, 15 YARDS, ENFORCED AT ARI 16.",2016,0,PUNT,PUNT,,,43,OWN,KICK
2016100206,2016-10-02,4,2,14,SEA,NYJ,1,10,47,(2:14) (SHOTGUN) 32-C.MICHAEL UP THE MIDDLE TO NYJ 47 FOR 6 YARDS (58-E.HENDERSON).,2016,6,SHOTGUN,RUSH,,CENTER,47,OWN,RUSH
2016100207,2016-10-02,4,7,14,CLE,WAS,1,10,2,(7:14) 34-I.CROWELL UP THE MIDDLE TO CLE 10 FOR 8 YARDS (41-W.BLACKMON; 54-M.FOSTER).,2016,8,UNDER CENTER,RUSH,,CENTER,2,OWN,RUSH
2016100211,2016-10-02,4,12,14,DAL,SF,1,10,22,"(12:14) (SHOTGUN) 4-D.PRESCOTT PASS SHORT RIGHT TO 19-B.BUTLER TO DAL 31 FOR 9 YARDS (33-R.ROBINSON). PENALTY ON DAL-19-B.BUTLER, TAUNTING, 15 YARDS, ENFORCED AT DAL 31. CAUGHT AT DAL 31.  0-YDS YAC",2016,9,SHOTGUN,PASS,SHORT RIGHT,,22,OWN,PASS
2016100207,2016-10-02,4,3,14,CLE,WAS,1,15,49,(3:14) (SHOTGUN) 29-D.JOHNSON RIGHT GUARD TO WAS 41 FOR 10 YARDS (93-T.MURPHY).,2016,10,SHOTGUN,RUSH,,RIGHT GUARD,49,OWN,RUSH
2016100203,2016-10-02,4,10,13,CHI,DET,4,3,93,"(10:13) (FIELD GOAL FORMATION) 4-C.BARTH 25 YARD FIELD GOAL IS GOOD, CENTER-48-P.SCALES, HOLDER-16-P.O'DONNELL.",2016,0,FIELD GOAL,FIELD GOAL,,,7,OPP,KICK
2016100206,2016-10-02,4,9,13,SEA,NYJ,2,14,33,"(9:13) (SHOTGUN) 3-R.WILSON SCRAMBLES LEFT END RAN OB AT SEA 35 FOR 2 YARDS. PENALTY ON NYJ-50-D.LEE, DEFENSIVE HOLDING, 5 YARDS, ENFORCED AT SEA 35.",2016,2,SHOTGUN,SCRAMBLE,,,33,OWN,PASS
2016100200,2016-10-02,4,7,13,IND,JAX,3,2,98,"(7:13) (SHOTGUN) 12-A.LUCK PASS SHORT RIGHT TO 13-T.HILTON FOR 2 YARDS, TOUCHDOWN.",2016,2,SHOTGUN,PASS,SHORT RIGHT,,2,OPP,PASS
2016100210,2016-10-02,4,2,13,NO,SD,3,1,96,(2:13) 9-D.BREES PASS SHORT MIDDLE TO 29-J.KUHN TO SD 1 FOR 3 YARDS (97-J.ATTAOCHU).,2016,3,UNDER CENTER,PASS,SHORT MIDDLE,,4,OPP,PASS
2016100205,2016-10-02,4,7,13,BUF,NE,4,7,41,"(7:13) 6-C.SCHMIDT PUNTS 35 YARDS TO NE 24, CENTER-65-G.SANBORN. 80-D.AMENDOLA MUFFS CATCH, AND RECOVERS AT NE 24. 80-D.AMENDOLA TO NE 24 FOR NO GAIN (30-C.WHITE). BUF-30-C.WHITE WAS INJURED DURING THE PLAY.",2016,0,PUNT,PUNT,,,41,OWN,KICK
2016100204,2016-10-02,4,10,12,TEN,HOU,4,18,51,"(10:12) 6-B.KERN PUNTS 40 YARDS TO HOU 9, CENTER-48-B.BRINKLEY, FAIR CATCH BY 34-T.ERVIN.",2016,0,PUNT,PUNT,,,49,OPP,KICK
2016100200,2016-10-02,4,10,12,IND,JAX,1,10,62,"(10:12) (NO HUDDLE, SHOTGUN) 12-A.LUCK PASS INCOMPLETE DEEP RIGHT TO 13-T.HILTON.",2016,0,NO HUDDLE SHOTGUN,PASS,DEEP RIGHT,,38,OPP,PASS
2016100207,2016-10-02,4,5,12,WAS,CLE,1,10,83,(5:12) 31-M.JONES LEFT END PUSHED OB AT CLE 1 FOR 16 YARDS (33-J.POYER).,2016,16,UNDER CENTER,RUSH,,LEFT END,17,OPP,RUSH
2016100205,2016-10-02,4,1,12,BUF,NE,3,7,35,(1:12) (SHOTGUN) 35-M.GILLISLEE UP THE MIDDLE TO BUF 38 FOR 3 YARDS (54-D.HIGHTOWER; 95-C.LONG).,2016,3,SHOTGUN,RUSH,,CENTER,35,OWN,RUSH
2016100209,2016-10-02,4,0,12,ARI,LA,2,10,63,"(:12) (SHOTGUN) 5-D.STANTON PASS SHORT RIGHT INTENDED FOR 13-JA.BROWN INTERCEPTED BY 22-T.JOHNSON AT LA 23. 22-T.JOHNSON PUSHED OB AT LA 23 FOR NO GAIN (13-JA.BROWN). THE REPLAY OFFICIAL REVIEWED THE PASS INTERCEPTION RULING, AND THE PLAY WAS REVERSED. (SHOTGUN) 5-D.STANTON PASS INCOMPLETE SHORT RIGHT TO 13-JA.BROWN (22-T.JOHNSON).",2016,0,SHOTGUN,PASS,SHORT RIGHT,,37,OPP,PASS
2016100206,2016-10-02,4,11,12,SEA,NYJ,1,10,25,(11:12) (SHOTGUN) 32-C.MICHAEL UP THE MIDDLE TO SEA 24 FOR -1 YARDS (99-S.MCLENDON; 25-C.PRYOR).,2016,-1,SHOTGUN,RUSH,,CENTER,25,OWN,RUSH
2016100202,2016-10-02,4,2,12,OAK,BAL,2,10,77,"(2:12) (NO HUDDLE, SHOTGUN) 4-D.CARR PASS DEEP RIGHT TO 15-M.CRABTREE FOR 23 YARDS, TOUCHDOWN.",2016,23,NO HUDDLE SHOTGUN,PASS,DEEP RIGHT,,23,OPP,PASS
2016100202,2016-10-02,4,14,12,OAK,BAL,2,3,78,(14:12) 33-D.WASHINGTON LEFT GUARD TO BAL 20 FOR 2 YARDS (54-Z.ORR).,2016,2,UNDER CENTER,RUSH,,LEFT GUARD,22,OPP,RUSH
2016100202,2016-10-02,4,0,12,OAK,BAL,2,10,50,(:12) 4-D.CARR KNEELS TO OAK 49 FOR -1 YARDS.,2016,0,UNDER CENTER,QB KNEEL,,,50,OWN,RUSH
2016100201,2016-10-02,4,13,12,CAR,ATL,1,10,37,(13:12) (SHOTGUN) 1-C.NEWTON PASS SHORT RIGHT TO 10-C.BROWN RAN OB AT ATL 47 FOR 16 YARDS (45-D.JONES).,2016,16,SHOTGUN,PASS,SHORT RIGHT,,37,OWN,PASS
2016100207,2016-10-02,4,13,12,WAS,CLE,1,20,40,(13:12) (SHOTGUN) 8-K.COUSINS PASS SHORT RIGHT TO 88-P.GARCON TO WAS 44 FOR 4 YARDS (23-J.HADEN).,2016,4,SHOTGUN,PASS,SHORT RIGHT,,40,OWN,PASS
2016100203,2016-10-02,4,2,12,CHI,DET,4,4,37,"(2:12) (PUNT FORMATION) 16-P.O'DONNELL PUNTS 48 YARDS TO DET 15, CENTER-48-P.SCALES. 12-A.ROBERTS FOR 85 YARDS, TOUCHDOWN. PENALTY ON CHI, ILLEGAL FORMATION, DECLINED.",2016,0,PUNT,PUNT,,,37,OWN,KICK
2016100203,2016-10-02,4,8,11,DET,CHI,1,10,55,"(8:11) (NO HUDDLE, SHOTGUN) 9-M.STAFFORD SACKED AT DET 46 FOR -9 YARDS (90-C.WASHINGTON).",2016,-9,NO HUDDLE SHOTGUN,SACK,,,45,OPP,PASS
2016100201,2016-10-02,4,14,11,ATL,CAR,2,10,66,(14:11) 26-T.COLEMAN RIGHT END TO CAR 35 FOR -1 YARDS (93-L.EDWARDS).,2016,-1,UNDER CENTER,RUSH,,RIGHT END,34,OPP,RUSH
2016100202,2016-10-02,4,11,11,BAL,OAK,1,10,25,(11:11) (SHOTGUN) 28-T.WEST LEFT GUARD TO BAL 27 FOR 2 YARDS (57-C.JAMES).,2016,2,SHOTGUN,RUSH,,LEFT GUARD,25,OWN,RUSH
2016100204,2016-10-02,4,3,11,TEN,HOU,3,5,57,(3:11) (SHOTGUN) 8-M.MARIOTA PASS SHORT RIGHT TO 13-K.WRIGHT TO HOU 32 FOR 11 YARDS (21-A.BOUYE).,2016,11,SHOTGUN,PASS,SHORT RIGHT,,43,OPP,PASS
2016100209,2016-10-02,4,11,11,LA,ARI,1,10,41,(11:11) 17-C.KEENUM PASS INCOMPLETE DEEP LEFT TO 88-L.KENDRICKS.,2016,0,UNDER CENTER,PASS,DEEP LEFT,,41,OWN,PASS
2016100212,2016-10-02,4,6,11,KC,PIT,3,10,30,"(6:11) (SHOTGUN) 11-A.SMITH PASS INCOMPLETE SHORT RIGHT TO 17-C.CONLEY. PRESSURE BY 55-MOATS, 92-HARRISON.",2016,0,SHOTGUN,PASS,SHORT RIGHT,,30,OWN,PASS
2016100211,2016-10-02,4,4,11,SF,DAL,1,10,25,(4:11) (SHOTGUN) 2-B.GABBERT PASS SHORT LEFT TO 88-G.CELEK TO SF 34 FOR 9 YARDS (50-S.LEE). CAUGHT AT SF 31.  3-YDS YAC,2016,9,SHOTGUN,PASS,SHORT LEFT,,25,OWN,PASS
2016100212,2016-10-02,4,11,11,PIT,KC,1,10,25,(11:11) 7-B.ROETHLISBERGER PASS INCOMPLETE SHORT MIDDLE TO 14-S.COATES. COVERAGE 22-PETERS.,2016,0,UNDER CENTER,PASS,SHORT MIDDLE,,25,OWN,PASS
2016100203,2016-10-02,4,4,10,DET,CHI,2,10,77,"(4:10) (NO HUDDLE, SHOTGUN) 9-M.STAFFORD PASS SHORT RIGHT INTENDED FOR 80-A.BOLDIN INTERCEPTED BY 32-D.HALL AT CHI 14. 32-D.HALL RAN OB AT CHI 14 FOR NO GAIN.",2016,0,NO HUDDLE SHOTGUN,PASS,SHORT RIGHT,,23,OPP,PASS
2016100203,2016-10-02,4,1,10,CHI,DET,2,11,63,(1:10) 2-B.HOYER KNEELS TO DET 38 FOR -1 YARDS.,2016,0,UNDER CENTER,QB KNEEL,,,37,OPP,RUSH
2016100204,2016-10-02,4,14,10,HOU,TEN,1,15,18,(14:10) (SHOTGUN) 17-B.OSWEILER PASS SHORT MIDDLE TO 11-J.STRONG TO HOU 26 FOR 8 YARDS (59-W.WOODYARD; 54-A.WILLIAMSON) [99-J.CASEY].,2016,8,SHOTGUN,PASS,SHORT MIDDLE,,18,OWN,PASS
2016100210,2016-10-02,4,1,10,NO,SD,1,10,69,(1:10) 9-D.BREES KNEELS TO SD 32 FOR -1 YARDS.,2016,0,UNDER CENTER,QB KNEEL,,,31,OPP,RUSH
2016100200,2016-10-02,4,3,10,IND,JAX,3,10,36,"(3:10) (NO HUDDLE, SHOTGUN) 12-A.LUCK PASS DEEP RIGHT TO 15-P.DORSETT FOR 64 YARDS, TOUCHDOWN.",2016,64,NO HUDDLE SHOTGUN,PASS,DEEP RIGHT,,36,OWN,PASS
2016100204,2016-10-02,4,11,10,TEN,HOU,1,10,59,"(11:10) (SHOTGUN) 8-M.MARIOTA PASS INCOMPLETE SHORT LEFT TO 19-T.SHARPE. PENALTY ON TEN-77-T.LEWAN, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT HOU 41 - NO PLAY.",2016,0,SHOTGUN,PASS,SHORT LEFT,,41,OPP,PASS
2016100211,2016-10-02,4,6,10,DAL,SF,1,9,91,"(6:10) 21-E.ELLIOTT RIGHT GUARD TO SF 4 FOR 5 YARDS (41-A.BETHEA). PENALTY ON SF-55-A.BROOKS, ILLEGAL USE OF HANDS, 2 YARDS, ENFORCED AT SF 4.",2016,5,UNDER CENTER,RUSH,,RIGHT GUARD,9,OPP,RUSH
2016100212,2016-10-02,4,8,10,PIT,KC,3,4,54,(8:10) (SHOTGUN) 26-L.BELL LEFT TACKLE TO KC 2 FOR 44 YARDS (49-D.SORENSEN).,2016,44,SHOTGUN,RUSH,,LEFT TACKLE,46,OPP,RUSH
2016100211,2016-10-02,4,0,9,DAL,SF,3,16,70,(:09) 4-D.PRESCOTT KNEELS TO SF 31 FOR -1 YARDS.,2016,0,UNDER CENTER,QB KNEEL,,,30,OPP,RUSH
2016100211,2016-10-02,4,11,9,DAL,SF,3,8,24,"(11:09) (NO HUDDLE, SHOTGUN) 4-D.PRESCOTT PASS INCOMPLETE SHORT LEFT TO 19-B.BUTLER (33-R.ROBINSON).",2016,0,NO HUDDLE SHOTGUN,PASS,SHORT LEFT,,24,OWN,PASS
2016100209,2016-10-02,4,5,9,LA,ARI,1,10,81,(5:09) 30-T.GURLEY RIGHT END TO ARI 17 FOR 2 YARDS (22-T.JEFFERSON).,2016,2,UNDER CENTER,RUSH,,RIGHT END,19,OPP,RUSH
2016100203,2016-10-02,4,3,9,CHI,DET,1,10,31,(3:09) 24-J.HOWARD RIGHT GUARD TO CHI 30 FOR -1 YARDS (59-T.WHITEHEAD).,2016,-1,UNDER CENTER,RUSH,,RIGHT GUARD,31,OWN,RUSH
2016100205,2016-10-02,4,13,9,NE,BUF,4,19,29,"(13:09) 6-R.ALLEN PUNTS 56 YARDS TO BUF 15, CENTER-49-J.CARDONA, FAIR CATCH BY 15-B.TATE.",2016,0,PUNT,PUNT,,,29,OWN,KICK
2016100203,2016-10-02,4,10,9,DET,CHI,1,10,25,(10:09) (SHOTGUN) 9-M.STAFFORD PASS SHORT RIGHT TO 12-A.ROBERTS PUSHED OB AT DET 33 FOR 8 YARDS (39-J.GLENN).,2016,8,SHOTGUN,PASS,SHORT RIGHT,,25,OWN,PASS
2016100206,2016-10-02,4,4,8,SEA,NYJ,4,25,65,"(4:08) 4-S.HAUSCHKA 53 YARD FIELD GOAL IS GOOD, CENTER-48-N.FRESE, HOLDER-9-J.RYAN.",2016,0,FIELD GOAL,FIELD GOAL,,,35,OPP,KICK
2016100202,2016-10-02,4,8,8,OAK,BAL,1,10,28,(8:08) 4-D.CARR PASS SHORT RIGHT TO 81-M.RIVERA TO OAK 29 FOR 1 YARD (54-Z.ORR).,2016,1,UNDER CENTER,PASS,SHORT RIGHT,,28,OWN,PASS
2016100207,2016-10-02,4,2,8,CLE,WAS,4,6,58,"(2:08) (NO HUDDLE, SHOTGUN) 6-C.KESSLER PASS INCOMPLETE SHORT RIGHT TO 11-T.PRYOR.",2016,0,NO HUDDLE SHOTGUN,PASS,SHORT RIGHT,,42,OPP,PASS
2016100202,2016-10-02,4,1,8,BAL,OAK,3,4,45,"(1:08) (NO HUDDLE, SHOTGUN) 5-J.FLACCO PASS SHORT RIGHT TO 89-S.SMITH TO OAK 50 FOR 5 YARDS (25-D.HAYDEN).",2016,5,NO HUDDLE SHOTGUN,PASS,SHORT RIGHT,,45,OWN,PASS
2016100212,2016-10-02,4,0,8,KC,PIT,4,3,97,"(:08) (SHOTGUN) 11-A.SMITH PASS SHORT LEFT TO 87-T.KELCE FOR 3 YARDS, TOUCHDOWN.",2016,3,SHOTGUN,PASS,SHORT LEFT,,3,OPP,PASS
2016100207,2016-10-02,4,8,8,WAS,CLE,2,18,60,(8:08) (SHOTGUN) 8-K.COUSINS PASS INCOMPLETE SHORT LEFT TO 11-D.JACKSON [96-X.COOPER].,2016,0,SHOTGUN,PASS,SHORT LEFT,,40,OPP,PASS
2016100210,2016-10-02,4,7,8,NO,SD,2,6,44,(7:08) (SHOTGUN) 9-D.BREES PASS INCOMPLETE SHORT MIDDLE TO 13-M.THOMAS.,2016,0,SHOTGUN,PASS,SHORT MIDDLE,,44,OWN,PASS
2016100209,2016-10-02,4,2,8,ARI,LA,2,3,22,"(2:08) (NO HUDDLE, SHOTGUN) 5-D.STANTON PASS SHORT MIDDLE TO 31-D.JOHNSON TO ARI 26 FOR 4 YARDS (26-M.BARRON). PENALTY ON LA-52-A.OGLETREE, ILLEGAL CONTACT, 5 YARDS, ENFORCED AT ARI 22 - NO PLAY.",2016,4,NO HUDDLE SHOTGUN,PASS,SHORT MIDDLE,,22,OWN,PASS
2016100201,2016-10-02,4,8,8,CAR,ATL,2,9,19,(8:08) (SHOTGUN) 3-D.ANDERSON PASS SHORT RIGHT TO 88-G.OLSEN TO CAR 27 FOR 8 YARDS (22-K.NEAL).,2016,8,SHOTGUN,PASS,SHORT RIGHT,,19,OWN,PASS
2016100208,2016-10-02,4,11,8,DEN,TB,2,1,74,"(11:08) 35-K.BIBBS LEFT GUARD TO TB 23 FOR 3 YARDS (51-DA.SMITH, 71-C.WARD).",2016,3,UNDER CENTER,RUSH,,LEFT GUARD,26,OPP,RUSH
2016100200,2016-10-02,4,2,8,IND,JAX,2,11,19,"(2:08) (NO HUDDLE, SHOTGUN) 12-A.LUCK PASS DEEP LEFT TO 80-C.ROGERS TO IND 42 FOR 23 YARDS (51-P.POSLUSZNY).",2016,23,NO HUDDLE SHOTGUN,PASS,DEEP LEFT,,19,OWN,PASS
2016100203,2016-10-02,4,5,7,DET,CHI,3,2,72,"(5:07) (NO HUDDLE, SHOTGUN) 9-M.STAFFORD PASS SHORT RIGHT TO 80-A.BOLDIN TO CHI 23 FOR 5 YARDS (50-J.FREEMAN).",2016,5,NO HUDDLE SHOTGUN,PASS,SHORT RIGHT,,28,OPP,PASS
2016100202,2016-10-02,4,2,7,BAL,OAK,1,10,21,(2:07) (SHOTGUN) 28-T.WEST LEFT GUARD TO BAL 39 FOR 18 YARDS (42-K.JOSEPH).,2016,18,SHOTGUN,RUSH,,LEFT GUARD,21,OWN,RUSH
2016100210,2016-10-02,4,1,7,NO,SD,2,11,68,(1:07) 9-D.BREES KNEELS TO SD 33 FOR -1 YARDS.,2016,0,UNDER CENTER,QB KNEEL,,,32,OPP,RUSH
2016100212,2016-10-02,4,11,7,PIT,KC,2,10,25,(11:07) (SHOTGUN) 26-L.BELL RIGHT GUARD TO PIT 30 FOR 5 YARDS (59-J.MARCH-LILLARD; 91-T.HALI).,2016,5,SHOTGUN,RUSH,,RIGHT GUARD,25,OWN,RUSH
2016100200,2016-10-02,4,10,6,IND,JAX,2,10,62,"(10:06) (SHOTGUN) 12-A.LUCK PASS INCOMPLETE DEEP LEFT TO 11-Q.BRAY. PENALTY ON JAX-31-D.HOUSE, DEFENSIVE PASS INTERFERENCE, 24 YARDS, ENFORCED AT JAX 38 - NO PLAY.",2016,0,SHOTGUN,PASS,DEEP LEFT,,38,OPP,PASS
2016100202,2016-10-02,4,13,6,OAK,BAL,3,17,64,(13:06) (SHOTGUN) 4-D.CARR PASS SHORT LEFT TO 89-A.COOPER TO BAL 20 FOR 16 YARDS (36-T.YOUNG).,2016,16,SHOTGUN,PASS,SHORT LEFT,,36,OPP,PASS
2016100201,2016-10-02,4,10,6,ATL,CAR,3,10,50,(10:06) (SHOTGUN) 2-M.RYAN SCRAMBLES RIGHT END RAN OB AT CAR 49 FOR 1 YARD (59-L.KUECHLY).,2016,1,SHOTGUN,SCRAMBLE,,,50,OPP,PASS
2016100210,2016-10-02,4,6,6,NO,SD,2,6,91,(6:06) 34-T.HIGHTOWER UP THE MIDDLE TO SD 7 FOR 2 YARDS (93-D.PHILON).,2016,2,UNDER CENTER,RUSH,,CENTER,9,OPP,RUSH
2016100206,2016-10-02,4,8,6,SEA,NYJ,2,8,42,(8:06) (SHOTGUN) 32-C.MICHAEL LEFT GUARD TO NYJ 48 FOR 10 YARDS (41-B.SKRINE).,2016,10,SHOTGUN,RUSH,,LEFT GUARD,42,OWN,RUSH
2016100206,2016-10-02,4,13,6,SEA,NYJ,1,10,67,(13:06) (SHOTGUN) 3-R.WILSON PASS DEEP LEFT TO 10-P.RICHARDSON TO NYJ 6 FOR 27 YARDS (25-C.PRYOR).,2016,27,SHOTGUN,PASS,DEEP LEFT,,33,OPP,PASS
2016100200,2016-10-02,4,7,6,JAX,IND,1,10,25,(7:06) (SHOTGUN) 5-B.BORTLES PASS SHORT LEFT TO 24-T.YELDON TO JAX 41 FOR 16 YARDS (55-SI.MOORE).,2016,16,SHOTGUN,PASS,SHORT LEFT,,25,OWN,PASS
2016100208,2016-10-02,4,13,6,DEN,TB,1,10,51,"(13:06) 12-P.LYNCH PASS INCOMPLETE DEEP RIGHT TO 88-D.THOMAS. PENALTY ON DEN-88-D.THOMAS, OFFENSIVE PASS INTERFERENCE, 10 YARDS, ENFORCED AT TB 49 - NO PLAY.",2016,0,UNDER CENTER,PASS,DEEP RIGHT,,49,OPP,PASS
2016100205,2016-10-02,4,1,6,BUF,NE,4,4,38,"(1:06) 6-C.SCHMIDT PUNTS 37 YARDS TO NE 25, CENTER-65-G.SANBORN. 24-C.JONES MUFFS CATCH, AND RECOVERS AT NE 26.",2016,0,PUNT,PUNT,,,38,OWN,KICK
2016100204,2016-10-02,4,10,5,HOU,TEN,1,10,9,(10:05) 26-L.MILLER UP THE MIDDLE TO HOU 15 FOR 6 YARDS (99-J.CASEY).,2016,6,UNDER CENTER,RUSH,,CENTER,9,OWN,RUSH
2016100201,2016-10-02,4,4,5,CAR,ATL,3,14,86,"(4:05) (SHOTGUN) 3-D.ANDERSON PASS SHORT LEFT TO 88-G.OLSEN FOR 14 YARDS, TOUCHDOWN.",2016,14,SHOTGUN,PASS,SHORT LEFT,,14,OPP,PASS
2016100209,2016-10-02,4,11,5,LA,ARI,2,10,41,(11:05) (SHOTGUN) 17-C.KEENUM SCRAMBLES UP THE MIDDLE TO ARI 46 FOR 13 YARDS (20-D.BUCANNON).,2016,13,SHOTGUN,SCRAMBLE,,,41,OWN,PASS
2016100211,2016-10-02,4,11,5,DAL,SF,4,8,24,"(11:05) 6-C.JONES PUNTS 57 YARDS TO SF 19, CENTER-91-L.LADOUCEUR. 17-J.KERLEY PUSHED OB AT SF 45 FOR 26 YARDS (6-C.JONES).",2016,0,PUNT,PUNT,,,24,OWN,KICK
2016100203,2016-10-02,4,3,5,CHI,DET,2,11,30,(3:05) 24-J.HOWARD RIGHT TACKLE TO CHI 34 FOR 4 YARDS (59-T.WHITEHEAD).,2016,4,UNDER CENTER,RUSH,,RIGHT TACKLE,30,OWN,RUSH
2016100210,2016-10-02,4,8,5,NO,SD,2,3,32,(8:05) (SHOTGUN) 9-D.BREES PASS SHORT RIGHT TO 22-M.INGRAM RAN OB AT NO 40 FOR 8 YARDS (26-C.HAYWARD).,2016,8,SHOTGUN,PASS,SHORT RIGHT,,32,OWN,PASS
2016100207,2016-10-02,4,10,5,CLE,WAS,1,10,42,"(10:05) 34-I.CROWELL LEFT GUARD TO 50 FOR 8 YARDS (97-K.REYES, 94-P.SMITH). WAS-30-D.BRUTON WAS INJURED DURING THE PLAY. HE IS OUT.  30- IS BEING EXAMINED FOR A POSSIBLE CONCUSSION",2016,8,UNDER CENTER,RUSH,,LEFT GUARD,42,OWN,RUSH
